Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Mortality rate, infant (per 1,000 live births)",float64,128,127,67,32,1.3,23.0,49.804,0.0,5.504,3.55,4.917,4.609,2.181
"Mortality rate, infant, female (per 1,000 live births)",float64,128,127,62,31,1.2,20.5,49.804,0.0,5.006,3.2,4.406,4.058,2.079
"Mortality rate, infant, male (per 1,000 live births)",float64,128,127,73,28,1.4,25.9,49.804,0.0,5.967,3.85,5.42,5.091,2.27
"Mortality rate, neonatal (per 1,000 live births)",float64,128,127,56,29,0.7,17.5,49.804,0.0,3.672,2.6,3.401,5.642,2.335
"Mortality rate, under-5 (per 1,000 live births)",float64,128,127,68,31,1.5,27.5,49.804,0.0,6.424,4.1,5.547,4.91,2.206
"Mortality rate, under-5, female (per 1,000 live births)",float64,128,127,71,29,1.3,24.5,49.804,0.0,5.841,3.7,4.965,4.334,2.1
"Mortality rate, under-5, male (per 1,000 live births)",float64,128,127,74,31,1.6,30.8,49.804,0.0,6.977,4.5,6.114,5.352,2.285
Multidimensional poverty headcount ratio (World Bank) (% of population),float64,32,223,18,8,0.0,16.1,87.451,0.784,1.459,0.7,2.812,25.482,4.828
Multilateral debt service (% of public and publicly guaranteed debt service),float64,3,252,3,0,58.756,64.732,98.824,0.0,61.248,60.257,3.109,.,1.289
"Multilateral debt service (TDS, current US$)",float64,3,252,3,0,46680263.3,63731270.8,98.824,0.0,53620209.733,50449095.1,8956907.402,.,1.393
NADA metadata,float64,183,72,2,2,0.0,1.0,28.235,5.49,0.923,1.0,0.267,8.415,-3.213
National Accounts base year,float64,255,0,3,3,0.0,1.0,0.0,29.804,0.624,1.0,0.443,-1.541,-0.506
Natural gas rents (% of GDP),float64,69,186,38,1,0.0,13.858,72.941,12.549,0.885,0.0,2.526,14.905,3.733
Net ODA provided to the least developed countries (% of GNI),float64,62,193,62,0,0.001,0.369,75.686,0.0,0.063,0.049,0.071,9.06,2.68
"Net ODA provided, to the least developed countries (current US$)",float64,62,193,62,0,490000.0,12280050000.0,75.686,0.0,1032695967.742,275960000.0,2244693517.729,17.661,4.043
"Net ODA provided, total (constant 2021 US$)",float64,62,193,62,0,60230000.0,56430328449.0,75.686,0.0,6538068832.258,2850567126.5,11293668611.035,8.73,2.891
"Net ODA provided, total (current US$)",float64,62,193,62,0,60230000.0,60328680000.0,75.686,0.0,6424261774.194,2725890000.0,11388310719.952,10.469,3.105
Net ODA received (% of GNI),float64,9,246,9,0,0.144,21.512,96.471,0.0,8.167,2.232,8.918,-1.681,0.558
Net ODA received (% of central government expense),float64,1,254,1,0,0.791,0.791,99.608,0.0,0.791,0.791,,.,.
Net ODA received (% of gross capital formation),float64,4,251,4,0,0.433,56.694,98.431,0.0,28.564,28.564,32.458,-6.0,0.0
"Net ODA received (% of imports of goods, services and primary income)",float64,9,246,9,0,0.309,26.998,96.471,0.0,10.85,1.678,11.928,-2.338,0.342
Net ODA received per capita (current US$),float64,9,246,9,0,21.034,3134.748,96.471,0.0,1370.561,242.175,1504.199,-2.521,0.278
Net acquisition of financial assets (% of GDP),float64,44,211,44,0,-36.92,13.643,82.745,0.0,0.334,1.321,6.73,22.722,-4.111
Net acquisition of financial assets (current LCU),float64,44,211,44,0,-3958988575924.29,99762325921382.5,82.745,0.0,3671522513145.936,19215172509.07,16414456455055.268,29.317,5.28
Net barter terms of trade index (2015 = 100),float64,77,178,76,1,79.425,163.692,69.804,0.0,104.907,99.267,16.376,3.467,1.848
"Net bilateral aid flows from DAC donors, Australia (current US$)",float64,9,246,5,2,10000.0,23350000.381,96.471,0.0,7628889.147,59999.999,10405720.462,-1.617,0.815
"Net bilateral aid flows from DAC donors, Austria (current US$)",float64,2,253,2,0,29999.999,39999.999,99.216,0.0,34999.999,34999.999,7071.068,.,.
"Net bilateral aid flows from DAC donors, Belgium (current US$)",float64,1,254,1,0,10000.0,10000.0,99.608,0.0,10000.0,10000.0,,.,.
"Net bilateral aid flows from DAC donors, Canada (current US$)",float64,9,246,8,1,20000.0,4969999.79,96.471,0.0,1277777.743,159999.996,2068711.963,0.63,1.562
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",float64,1,254,1,0,10000.0,10000.0,99.608,0.0,10000.0,10000.0,,.,.
"Net bilateral aid flows from DAC donors, Denmark (current US$)",float64,1,254,1,0,29999.999,29999.999,99.608,0.0,29999.999,29999.999,,.,.
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",float64,7,248,7,0,209999.993,12949999.809,97.255,0.0,3728571.426,730000.019,5392063.365,-0.231,1.32
"Net bilateral aid flows from DAC donors, France (current US$)",float64,5,250,5,0,-15329999.924,759999.99,98.039,0.392,-4606000.048,0.0,7157183.817,-0.701,-1.064
"Net bilateral aid flows from DAC donors, Germany (current US$)",float64,6,249,6,0,39999.999,1210000.038,97.647,0.0,656666.671,844999.999,494516.607,-1.73,-0.604
"Net bilateral aid flows from DAC donors, Hungary (current US$)",float64,3,252,3,0,0.0,79999.998,98.824,0.392,43333.333,50000.001,40414.518,.,-0.722
"Net bilateral aid flows from DAC donors, Ireland (current US$)",float64,1,254,1,0,0.0,0.0,99.608,0.392,0.0,0.0,,.,.
"Net bilateral aid flows from DAC donors, Italy (current US$)",float64,5,250,5,0,-209999.993,560000.002,98.039,0.392,36000.0,0.0,309725.686,3.034,1.667
"Net bilateral aid flows from DAC donors, Japan (current US$)",float64,9,246,9,0,79999.998,94209999.084,96.471,0.0,22048888.91,1860000.014,34292141.508,1.592,1.651
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",float64,6,249,6,0,-790000.021,689999.998,97.647,0.0,41666.657,284999.996,596470.179,-1.505,-0.716
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",float64,2,253,2,0,20000.0,39999.999,99.216,0.0,29999.999,29999.999,14142.135,.,.
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",float64,8,247,7,1,0.0,3140000.105,96.863,0.392,873750.007,395000.005,1159420.29,0.859,1.324
"Net bilateral aid flows from DAC donors, Norway (current US$)",float64,2,253,2,0,4239999.771,4650000.095,99.216,0.0,4444999.933,4444999.933,289914.01,.,.
"Net bilateral aid flows from DAC donors, Poland (current US$)",float64,3,252,2,1,10000.0,20000.0,98.824,0.0,13333.333,10000.0,5773.503,.,1.732
"Net bilateral aid flows from DAC donors, Portugal (current US$)",float64,3,252,3,0,10000.0,59999.999,98.824,0.0,29999.999,20000.0,26457.513,.,1.458
"Net bilateral aid flows from DAC donors, Spain (current US$)",float64,5,250,5,0,-3470000.029,540000.021,98.039,0.0,-794000.003,129999.995,1666892.334,1.109,-1.368
"Net bilateral aid flows from DAC donors, Sweden (current US$)",float64,5,250,5,0,29999.999,600000.024,98.039,0.0,334000.0,310000.002,231149.306,-1.44,-0.161
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",float64,4,251,4,0,-29999.999,219999.999,98.431,0.0,125000.0,155000.001,107857.931,2.769,-1.492
"Net bilateral aid flows from DAC donors, Total (current US$)",float64,9,246,9,0,3010000.017,117859999.234,96.471,0.0,44292222.271,24870000.867,40153632.133,0.259,1.265
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",float64,6,249,6,0,29999.999,1990000.01,97.647,0.0,730000.006,519999.988,767098.439,-0.157,0.925
"Net bilateral aid flows from DAC donors, United States (current US$)",float64,7,248,7,0,-39999.999,36590000.153,97.255,0.0,13384285.513,5889999.866,15657820.789,-0.87,1.15
"Net capital account (BoP, current US$)",float64,180,75,180,0,-28714630237.42,111351721056.631,29.412,0.0,1006015670.161,41006957.087,9471633702.677,104.458,8.683
Net domestic credit (current LCU),float64,156,99,156,0,604407752.54,4748541747000000.0,38.824,0.0,128535918282994.64,592200550500.0,660975154970138.9,36.443,5.974
"Net errors and omissions (BoP, current US$)",float64,190,65,190,0,-51594147910.319,143179000000.0,25.49,0.0,86185966.692,-13237478.864,14393375182.529,53.622,5.17
"Net financial account (BoP, current US$)",float64,190,65,190,0,-924126000000.0,269787639303.108,25.49,0.0,5084939351.179,287188326.136,121750870965.759,42.125,-5.812
"Net financial flows, IDA (NFL, current US$)",float64,3,252,3,0,4790000.0,53853000.0,98.824,0.0,29340333.333,29378000.0,24531521.688,.,-0.007
"Net financial flows, IMF nonconcessional (NFL, current US$)",float64,1,254,1,0,0.0,0.0,99.608,0.392,0.0,0.0,,.,.
"Net financial flows, RDB concessional (NFL, current US$)",float64,3,252,1,1,-11324000.0,-11324000.0,98.824,0.0,-11324000.0,-11324000.0,0.0,.,0
"Net financial flows, RDB nonconcessional (NFL, current US$)",float64,3,252,3,0,59213000.0,155965000.0,98.824,0.0,104272666.667,97640000.0,48715824.701,.,0.601
"Net financial flows, bilateral (NFL, current US$)",float64,3,252,3,0,-18916354.0,99341061.7,98.824,0.0,32334261.033,16578075.4,60682758.106,.,1.09
"Net financial flows, multilateral (NFL, current US$)",float64,3,252,3,0,83920000.0,187029000.0,98.824,0.0,126472000.0,108467000.0,53860945.861,.,1.336
"Net financial flows, others (NFL, current US$)",float64,3,252,3,0,-7109616.4,13802059.8,98.824,0.0,4744629.3,7541444.5,10732715.491,.,-1.093
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",float64,3,252,3,0,23330000.0,667515000.0,98.824,0.0,253369666.667,69264000.0,359394979.0,.,1.7
Net foreign assets (current LCU),float64,159,96,159,0,-832818583744.808,530279652657402.0,37.647,0.0,12578890045834.432,69177323022.108,68528950538602.945,46.022,6.767
"Net incurrence of liabilities, total (% of GDP)",float64,48,207,48,0,-4.685,15.357,81.176,0.0,4.499,4.218,4.208,0.604,0.422
"Net incurrence of liabilities, total (current LCU)",float64,48,207,48,0,-133245000000.0,115830553415284.0,81.176,0.0,5114977627665.581,75812721868.691,20581780557886.184,22.853,4.8
Net lending (+) / net borrowing (-) (% of GDP),float64,97,158,97,0,-36.92,26.281,61.961,0.0,-3.129,-2.59,5.893,16.415,-0.676
Net lending (+) / net borrowing (-) (current LCU),float64,97,158,97,0,-40616115748114.0,2977900918062.0,61.961,0.0,-1593705745586.2,-6101000000.0,6943086762523.139,22.528,-4.729
Net migration,float64,255,0,227,17,-160277.0,1322668.0,0.0,3.922,72829.612,4819.0,191693.897,19.252,4.054
Net official aid received (constant 2021 US$),float64,3,252,3,0,50000.001,1269999.981,98.824,0.0,686666.664,740000.01,611746.126,.,-0.389
Net official aid received (current US$),float64,3,252,3,0,50000.001,1350000.024,98.824,0.0,726666.665,779999.971,651638.969,.,-0.366
Net official development assistance and official aid received (constant 2021 US$),float64,12,243,12,0,50000.001,204809997.559,95.294,0.0,64028333.271,43049999.237,67491067.255,-0.008,0.981
Net official development assistance and official aid received (current US$),float64,12,243,12,0,50000.001,198979995.728,95.294,0.0,61836665.803,42465000.153,64847399.076,0.102,0.992
Net official development assistance received (constant 2021 US$),float64,9,246,9,0,6139999.866,204809997.559,96.471,0.0,85142222.14,59630001.068,65245756.922,-0.429,0.744
Net official development assistance received (current US$),float64,9,246,9,0,6139999.866,198979995.728,96.471,0.0,82206665.516,55669998.169,62568422.139,-0.256,0.771
"Net official flows from UN agencies, FAO (current US$)",float64,7,248,7,0,-2090.0,94286.568,97.255,0.0,37619.327,34582.421,33983.792,-0.208,0.469
"Net official flows from UN agencies, IAEA (current US$)",float64,6,249,6,0,14085.939,300856.918,97.647,0.0,161016.387,128426.224,117874.943,-1.654,0.311
"Net official flows from UN agencies, IFAD (current US$)",float64,2,253,2,0,-365000.01,2064280.033,99.216,0.0,849640.012,849640.012,1717760.392,.,.
"Net official flows from UN agencies, ILO (current US$)",float64,7,248,7,0,20012.669,661599.994,97.255,0.0,289746.643,304140.598,247305.639,-1.17,0.484
"Net official flows from UN agencies, SDGFUND (current US$)",float64,1,254,1,0,250000.0,250000.0,99.608,0.0,250000.0,250000.0,,.,.
"Net official flows from UN agencies, SPRP (current US$)",float64,2,253,2,0,59369.288,89406.453,99.216,0.0,74387.871,74387.871,21239.483,.,.
"Net official flows from UN agencies, UNAIDS (current US$)",float64,1,254,1,0,1200.0,1200.0,99.608,0.0,1200.0,1200.0,,.,.
"Net official flows from UN agencies, UNCOVID (current US$)",float64,3,252,3,0,-32938.208,850000.024,98.824,0.0,514847.27,727479.994,478335.12,.,-1.605
"Net official flows from UN agencies, UNDP (current US$)",float64,5,250,5,0,-920.0,460050.046,98.039,0.0,297005.033,404296.249,204627.104,-1.174,-0.934
"Net official flows from UN agencies, UNFPA (current US$)",float64,2,253,2,0,724214.852,854709.983,99.216,0.0,789462.417,789462.417,92273.992,.,.
"Net official flows from UN agencies, UNHCR (current US$)",float64,1,254,1,0,3390419.96,3390419.96,99.608,0.0,3390419.96,3390419.96,,.,.
"Net official flows from UN agencies, UNICEF (current US$)",float64,4,251,4,0,806999.981,1733000.04,98.431,0.0,1213500.008,1157000.005,450816.696,-4.015,0.321
"Net official flows from UN agencies, UNIDO (current US$)",float64,1,254,1,0,14.15,14.15,99.608,0.0,14.15,14.15,,.,.
"Net official flows from UN agencies, WFP (current US$)",float64,2,253,2,0,881229.997,5479967.594,99.216,0.0,3180598.795,3180598.795,3251798.54,.,.
"Net official flows from UN agencies, WHO (current US$)",float64,8,247,8,0,3200.0,1188799.977,96.863,0.0,410304.669,272028.949,449048.081,-0.582,0.894
"Net official flows from UN agencies, WTO-ITC (current US$)",float64,2,253,2,0,9317.0,55902.001,99.216,0.0,32609.5,32609.5,32940.569,.,.
"Net primary income (BoP, current US$)",float64,190,65,190,0,-172967570714.151,267702371897.181,25.49,0.0,3797118395.376,-685728988.368,48303828185.008,12.699,2.179
Net primary income (Net income from abroad) (constant LCU),float64,58,197,58,0,-1313209382000.0,206009715000.0,77.255,0.0,-30386969465.517,-595215000.0,244577973090.462,21.316,-4.477
Net primary income (Net income from abroad) (current LCU),float64,188,67,188,0,-14351037603700.0,41663400000000.0,26.275,0.0,540022252924.607,-587087500.0,5510035135842.86,32.333,5.112
Net primary income (Net income from abroad) (current US$),float64,188,67,188,0,-150270102791.349,258699475788.772,26.275,0.0,3097122766.374,-380662863.0,44503359244.677,13.666,2.578
"Net secondary income (BoP, current US$)",float64,190,65,190,0,-187513000000.0,10109700000.0,25.49,0.0,-8622649536.017,-964810181.545,24600995714.947,31.396,-5.169
Net secondary income (Net current transfers from abroad) (current LCU),float64,178,77,178,0,-4894500000000.0,565616453700.0,30.196,0.0,-126067326926.461,-768588250.0,592582364369.144,41.704,-6.138
Net secondary income (Net current transfers from abroad) (current US$),float64,178,77,178,0,-196581000000.0,9717365178.762,30.196,0.0,-8526494518.247,-730625822.75,23605740230.87,35.426,-5.317
"Net trade in goods (BoP, current US$)",float64,190,65,190,0,-1179943000000.0,315566646877.285,25.49,0.0,-1945069841.074,-513476560.702,157000367640.336,38.325,-5.525
"Net trade in goods and services (BoP, current US$)",float64,190,65,190,0,-944770000000.0,293494039235.801,25.49,0.0,8871278244.113,2328655590.438,124373026439.943,37.694,-5.281
"New business density (new registrations per 1,000 people ages 15-64)",float64,93,162,93,0,0.508,326.04,63.529,0.0,14.192,6.342,40.514,46.749,6.706
New businesses registered (number),float64,93,162,92,1,132.0,790311.0,63.529,0.0,65197.301,27333.0,124275.584,22.611,4.422
Newborns protected against tetanus (%),float64,21,234,4,3,96.0,100.0,91.765,0.0,99.0,99.0,1.225,0.634,-1.263
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),float64,225,30,211,10,-53.422,2200.0,11.765,0.0,68.355,3.005,260.856,51.323,6.802
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),float64,228,27,207,13,0.0,213.493,10.588,0.0,8.904,1.299,26.393,45.631,6.371
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),float64,222,33,189,16,0.0,133.77,12.941,2.353,5.735,0.874,16.758,42.997,6.148
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),float64,219,36,143,20,0.0,5.882,14.118,7.843,0.269,0.017,0.763,36.373,5.548
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),float64,192,63,89,22,0.0,0.296,24.706,19.216,0.016,0.002,0.048,22.379,4.715
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),float64,207,48,138,27,0.0,2.022,18.824,6.667,0.09,0.012,0.257,40.57,6.003
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),float64,225,30,194,18,0.0,34.868,11.765,1.176,1.612,0.146,4.796,32.877,5.555
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),float64,210,45,163,19,0.0,7.599,17.647,1.176,0.377,0.043,1.001,25.658,4.633
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),float64,210,45,182,20,0.0,21.643,17.647,0.0,0.625,0.082,2.569,59.33,7.599
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),float64,228,27,180,20,0.0,9.537,10.588,0.0,0.452,0.077,1.191,40.528,5.848
